case_id,start_time,end_time,Role,Activity,Resource
252,2011-02-08T07:42:00,2011-02-08T07:58:00,Requester, Amend Request for Quotation Requester Manager,Heinz Gutschmidt
252,2011-02-13T10:17:00,2011-02-13T10:26:00,Requester, Analyze Request for Quotation,Magdalena Predutta
254,2011-02-04T09:04:00,2011-02-04T09:27:00,Requester, Create Purchase Requisition,Miu Hanwan
254,2011-02-04T16:26:00,2011-02-04T16:36:00,Requester, Create Request for Quotation Requester,Penn Osterwalder
254,2011-02-05T00:48:00,2011-02-05T01:11:00,Requester, Analyze Request for Quotation,Magdalena Predutta
254,2011-02-06T21:36:00,2011-02-06T21:57:00,Requester, Send Request for Quotation to Supplier,Magdalena Predutta
254,2011-02-07T00:59:00,2011-02-07T05:06:00,Requester, Create Quotation comparison Map,Francois de Perrier
254,2011-02-07T11:48:00,2011-02-07T11:58:00,Requester, Analyze Quotation comparison Map,Clement Duchot
254,2011-02-07T11:58:00,2011-02-07T11:58:00,Requester, Choose best option,Nico Ojenbeer
254,2011-02-07T16:52:00,2011-02-08T06:37:00,Requester, Settle conditions with supplier,Francois de Perrier
254,2011-02-08T10:13:00,2011-02-08T10:23:00,Requester, Create Purchase Order,Magdalena Predutta
254,2011-02-09T00:53:00,2011-02-09T01:15:00,Requester, Confirm Purchase Order,Kiu Kan
254,2011-02-12T07:45:00,2011-02-13T22:38:00,Requester, Deliver Goods Services,Sean Manney
254,2011-02-14T05:58:00,2011-02-14T05:59:00,Requester, Release Purchase Order,Elvira Lores
254,2011-02-14T14:38:00,2011-02-14T14:39:00,Requester, Approve Purchase Order for payment,Karel de Groot
254,2011-02-15T13:14:00,2011-02-15T13:14:00,Requester, Send invoice,Kiu Kan
254,2011-02-16T03:42:00,2011-02-16T03:44:00,Requester, Release Supplier's Invoice,Karalda Nimwada
254,2011-02-16T03:44:00,2011-02-16T03:44:00,Requester, Authorize Supplier's Invoice payment,Karalda Nimwada
254,2011-02-16T04:00:00,2011-02-16T04:05:00,Requester, Pay invoice,Karalda Nimwada
257,2011-02-05T00:19:00,2011-02-05T00:33:00,Requester, Create Purchase Requisition,Nico Ojenbeer
257,2011-02-05T10:18:00,2011-02-05T10:23:00,Requester, Analyze Purchase Requisition,Heinz Gutschmidt
257,2011-02-05T10:28:00,2011-02-05T10:29:00,Requester, Create Request for Quotation Requester Manager,Francis Odell
257,2011-02-06T19:32:00,2011-02-06T20:07:00,Requester, Analyze Request for Quotation,Karel de Groot
257,2011-02-06T21:01:00,2011-02-06T21:09:00,Requester, Amend Request for Quotation Requester,Alberto Duport
257,2011-02-07T14:07:00,2011-02-07T14:26:00,Requester, Analyze Request for Quotation,Magdalena Predutta
257,2011-02-07T15:16:00,2011-02-07T15:28:00,Requester, Amend Request for Quotation Requester,Fjodor Kowalski
257,2011-02-12T08:25:00,2011-02-12T08:40:00,Requester, Analyze Request for Quotation,Francois de Perrier
257,2011-02-12T09:26:00,2011-02-12T09:33:00,Requester, Amend Request for Quotation Requester,Alberto Duport
257,2011-02-16T00:30:00,2011-02-16T00:50:00,Requester, Analyze Request for Quotation,Francois de Perrier
257,2011-02-16T01:39:00,2011-02-16T01:48:00,Requester, Amend Request for Quotation Requester,Kim Passa
257,2011-02-17T16:23:00,2011-02-17T16:47:00,Requester, Analyze Request for Quotation,Karel de Groot
258,2011-02-05T03:51:00,2011-02-05T04:27:00,Requester, Create Purchase Requisition,Clement Duchot
258,2011-02-05T19:36:00,2011-02-05T19:45:00,Requester, Analyze Purchase Requisition,Maris Freeman
258,2011-02-05T19:49:00,2011-02-05T19:52:00,Requester, Create Request for Quotation Requester Manager,Maris Freeman
258,2011-02-08T06:37:00,2011-02-08T07:09:00,Requester, Analyze Request for Quotation,Francois de Perrier
258,2011-02-09T00:08:00,2011-02-09T00:36:00,Requester, Send Request for Quotation to Supplier,Karel de Groot
258,2011-02-09T01:13:00,2011-02-09T03:57:00,Requester, Create Quotation comparison Map,Karel de Groot
258,2011-02-09T10:28:00,2011-02-09T10:45:00,Requester, Analyze Quotation comparison Map,Immanuel Karagianni
258,2011-02-09T10:45:00,2011-02-09T10:45:00,Requester, Choose best option,Miu Hanwan
258,2011-02-09T12:48:00,2011-02-09T17:38:00,Requester, Settle conditions with supplier,Francois de Perrier
258,2011-02-09T20:23:00,2011-02-09T20:35:00,Requester, Create Purchase Order,Magdalena Predutta
258,2011-02-11T22:19:00,2011-02-11T22:47:00,Requester, Confirm Purchase Order,Kiu Kan
258,2011-02-12T08:08:00,2011-02-13T21:42:00,Requester, Deliver Goods Services,Carmen Finacse
258,2011-02-14T05:37:00,2011-02-14T05:38:00,Requester, Release Purchase Order,Immanuel Karagianni
258,2011-02-14T14:31:00,2011-02-14T14:32:00,Requester, Approve Purchase Order for payment,Francois de Perrier
258,2011-02-14T22:10:00,2011-02-14T22:10:00,Requester, Send invoice,Karen Clarens
258,2011-02-15T12:27:00,2011-02-15T12:30:00,Requester, Release Supplier's Invoice,Pedro Alvares
258,2011-02-15T13:24:00,2011-02-15T13:55:00,Requester, Settle dispute with supplier Financial Manager,Karalda Nimwada
258,2011-02-15T13:55:00,2011-02-15T13:55:00,Requester, Authorize Supplier's Invoice payment,Karalda Nimwada
258,2011-02-15T14:01:00,2011-02-15T14:08:00,Requester, Pay invoice,Pedro Alvares
259,2011-02-05T04:13:00,2011-02-05T04:26:00,Requester, Create Purchase Requisition,Esmana Liubiata
259,2011-02-05T18:28:00,2011-02-05T18:32:00,Requester, Analyze Purchase Requisition,Francis Odell
259,2011-02-05T18:38:00,2011-02-05T18:39:00,Requester, Create Request for Quotation Requester Manager,Francis Odell
259,2011-02-09T06:24:00,2011-02-09T06:55:00,Requester, Analyze Request for Quotation,Karel de Groot
259,2011-02-09T17:23:00,2011-02-09T17:53:00,Requester, Send Request for Quotation to Supplier,Magdalena Predutta
259,2011-02-09T20:35:00,2011-02-09T21:25:00,Requester, Create Quotation comparison Map,Magdalena Predutta
259,2011-02-10T03:59:00,2011-02-10T04:30:00,Requester, Analyze Quotation comparison Map,Alberto Duport
259,2011-02-10T04:30:00,2011-02-10T04:30:00,Requester, Choose best option,Fjodor Kowalski
259,2011-02-10T13:46:00,2011-02-10T20:29:00,Requester, Settle conditions with supplier,Karel de Groot
259,2011-02-11T05:25:00,2011-02-11T05:38:00,Requester, Create Purchase Order,Karel de Groot
259,2011-02-11T18:46:00,2011-02-11T19:06:00,Requester, Confirm Purchase Order,Carmen Finacse
259,2011-02-13T05:06:00,2011-02-13T21:42:00,Requester, Deliver Goods Services,Karen Clarens
259,2011-02-14T05:21:00,2011-02-14T05:22:00,Requester, Release Purchase Order,Christian Francois
259,2011-02-14T12:06:00,2011-02-14T12:07:00,Requester, Approve Purchase Order for payment,Karel de Groot
259,2011-02-14T22:36:00,2011-02-14T22:36:00,Requester, Send invoice,Karen Clarens
259,2011-02-15T12:51:00,2011-02-15T12:55:00,Requester, Release Supplier's Invoice,Karalda Nimwada
259,2011-02-15T12:55:00,2011-02-15T12:55:00,Requester, Authorize Supplier's Invoice payment,Pedro Alvares
259,2011-02-15T13:05:00,2011-02-15T13:14:00,Requester, Pay invoice,Karalda Nimwada
260,2011-02-05T05:55:00,2011-02-05T06:13:00,Requester, Create Purchase Requisition,Kim Passa
260,2011-02-05T09:35:00,2011-02-05T09:49:00,Requester, Create Request for Quotation Requester,Fjodor Kowalski
260,2011-02-14T14:40:00,2011-02-14T15:02:00,Requester, Analyze Request for Quotation,Karel de Groot
263,2011-02-05T14:07:00,2011-02-05T14:43:00,Requester, Create Purchase Requisition,Christian Francois
263,2011-02-06T02:52:00,2011-02-06T02:58:00,Requester, Analyze Purchase Requisition,Maris Freeman
263,2011-02-06T03:01:00,2011-02-06T03:02:00,Requester, Create Request for Quotation Requester Manager,Francis Odell
263,2011-02-09T11:43:00,2011-02-09T12:04:00,Requester, Analyze Request for Quotation,Francois de Perrier
263,2011-02-11T08:35:00,2011-02-11T08:56:00,Requester, Send Request for Quotation to Supplier,Karel de Groot
263,2011-02-12T08:58:00,2011-02-12T13:10:00,Requester, Create Quotation comparison Map,Karel de Groot
263,2011-02-12T19:36:00,2011-02-12T19:47:00,Requester, Analyze Quotation comparison Map,Tesca Lobes
263,2011-02-12T19:47:00,2011-02-12T19:47:00,Requester, Choose best option,Tesca Lobes
263,2011-02-13T07:46:00,2011-02-13T19:28:00,Requester, Settle conditions with supplier,Karel de Groot
263,2011-02-14T03:51:00,2011-02-14T03:59:00,Requester, Create Purchase Order,Karel de Groot
263,2011-02-15T13:14:00,2011-02-15T13:39:00,Requester, Confirm Purchase Order,Kiu Kan
263,2011-02-16T08:02:00,2011-02-17T02:49:00,Requester, Deliver Goods Services,Kiu Kan
263,2011-02-17T10:30:00,2011-02-17T10:31:00,Requester, Release Purchase Order,Immanuel Karagianni
263,2011-02-17T23:18:00,2011-02-17T23:19:00,Requester, Approve Purchase Order for payment,Magdalena Predutta
263,2011-02-18T06:10:00,2011-02-18T06:10:00,Requester, Send invoice,Esmeralda Clay
263,2011-02-18T20:27:00,2011-02-18T20:30:00,Requester, Release Supplier's Invoice,Karalda Nimwada
263,2011-02-18T20:30:00,2011-02-18T20:30:00,Requester, Authorize Supplier's Invoice payment,Karalda Nimwada
263,2011-02-18T20:44:00,2011-02-18T20:56:00,Requester, Pay invoice,Karalda Nimwada
266,2011-02-05T21:32:00,2011-02-05T22:01:00,Requester, Create Purchase Requisition,Kim Passa
266,2011-02-06T06:09:00,2011-02-06T06:17:00,Requester, Create Request for Quotation Requester,Penn Osterwalder
266,2011-02-06T20:32:00,2011-02-06T21:08:00,Requester, Analyze Request for Quotation,Karel de Groot
266,2011-02-07T13:36:00,2011-02-07T13:48:00,Requester, Send Request for Quotation to Supplier,Magdalena Predutta
266,2011-02-07T18:39:00,2011-02-07T22:55:00,Requester, Create Quotation comparison Map,Magdalena Predutta
266,2011-02-08T06:04:00,2011-02-08T06:19:00,Requester, Analyze Quotation comparison Map,Penn Osterwalder
266,2011-02-08T06:19:00,2011-02-08T06:19:00,Requester, Choose best option,Penn Osterwalder
266,2011-02-08T10:50:00,2011-02-08T14:48:00,Requester, Settle conditions with supplier,Magdalena Predutta
266,2011-02-09T04:39:00,2011-02-09T04:47:00,Requester, Create Purchase Order,Karel de Groot
266,2011-02-10T17:04:00,2011-02-10T17:10:00,Requester, Confirm Purchase Order,Kiu Kan
266,2011-02-11T06:21:00,2011-02-11T11:04:00,Requester, Deliver Goods Services,Esmeralda Clay
266,2011-02-11T18:26:00,2011-02-11T18:27:00,Requester, Release Purchase Order,Nico Ojenbeer
266,2011-02-11T20:42:00,2011-02-11T20:43:00,Requester, Approve Purchase Order for payment,Karel de Groot
266,2011-02-12T07:11:00,2011-02-12T07:11:00,Requester, Send invoice,Sean Manney
266,2011-02-12T21:23:00,2011-02-12T21:28:00,Requester, Release Supplier's Invoice,Pedro Alvares
266,2011-02-12T21:50:00,2011-02-12T22:09:00,Requester, Settle dispute with supplier Financial Manager,Pedro Alvares
266,2011-02-12T22:09:00,2011-02-12T22:09:00,Requester, Authorize Supplier's Invoice payment,Karalda Nimwada
266,2011-02-12T23:06:00,2011-02-12T23:14:00,Requester, Pay invoice,Pedro Alvares
268,2011-02-06T00:55:00,2011-02-06T01:16:00,Requester, Create Purchase Requisition,Alberto Duport
268,2011-02-06T20:38:00,2011-02-06T20:46:00,Requester, Analyze Purchase Requisition,Francis Odell
269,2011-02-06T06:12:00,2011-02-06T07:07:00,Requester, Create Purchase Requisition,Elvira Lores
269,2011-02-07T02:39:00,2011-02-07T02:46:00,Requester, Analyze Purchase Requisition,Heinz Gutschmidt
269,2011-02-07T02:50:00,2011-02-07T02:52:00,Requester, Create Request for Quotation Requester Manager,Heinz Gutschmidt
269,2011-02-09T09:58:00,2011-02-09T10:08:00,Requester, Analyze Request for Quotation,Francois de Perrier
269,2011-02-10T04:09:00,2011-02-10T04:50:00,Requester, Send Request for Quotation to Supplier,Francois de Perrier
269,2011-02-10T20:29:00,2011-02-10T21:51:00,Requester, Create Quotation comparison Map,Karel de Groot
269,2011-02-11T04:36:00,2011-02-11T05:03:00,Requester, Analyze Quotation comparison Map,Anne Olwada
269,2011-02-11T05:03:00,2011-02-11T05:03:00,Requester, Choose best option,Clement Duchot
269,2011-02-12T01:37:00,2011-02-12T08:25:00,Requester, Settle conditions with supplier,Francois de Perrier
269,2011-02-12T14:09:00,2011-02-12T14:16:00,Requester, Create Purchase Order,Karel de Groot
269,2011-02-12T21:49:00,2011-02-12T22:10:00,Requester, Confirm Purchase Order,Esmeralda Clay
269,2011-02-18T06:32:00,2011-02-20T03:33:00,Requester, Deliver Goods Services,Sean Manney
269,2011-02-20T10:51:00,2011-02-20T10:52:00,Requester, Release Purchase Order,Elvira Lores
269,2011-02-20T13:07:00,2011-02-20T21:24:00,Requester, Settle dispute with supplier Purchasing Agent,Francois de Perrier
269,2011-02-21T04:45:00,2011-02-21T04:46:00,Requester, Release Purchase Order,Penn Osterwalder
269,2011-02-21T22:58:00,2011-02-21T22:59:00,Requester, Approve Purchase Order for payment,Karel de Groot
269,2011-02-22T17:28:00,2011-02-22T17:28:00,Requester, Send invoice,Kiu Kan
269,2011-02-23T07:46:00,2011-02-23T07:48:00,Requester, Release Supplier's Invoice,Karalda Nimwada
269,2011-02-23T07:48:00,2011-02-23T07:48:00,Requester, Authorize Supplier's Invoice payment,Karalda Nimwada
269,2011-02-23T08:55:00,2011-02-23T09:02:00,Requester, Pay invoice,Pedro Alvares
270,2011-02-06T09:48:00,2011-02-06T09:57:00,Requester, Create Purchase Requisition,Tesca Lobes
270,2011-02-06T13:01:00,2011-02-06T13:12:00,Requester, Create Request for Quotation Requester,Fjodor Kowalski
270,2011-02-09T15:48:00,2011-02-09T16:04:00,Requester, Analyze Request for Quotation,Karel de Groot
270,2011-02-10T03:51:00,2011-02-10T04:09:00,Requester, Send Request for Quotation to Supplier,Francois de Perrier
270,2011-02-10T16:23:00,2011-02-10T17:59:00,Requester, Create Quotation comparison Map,Magdalena Predutta
270,2011-02-11T00:45:00,2011-02-11T00:54:00,Requester, Analyze Quotation comparison Map,Miu Hanwan
270,2011-02-11T00:54:00,2011-02-11T00:54:00,Requester, Choose best option,Kim Passa
270,2011-02-11T14:06:00,2011-02-11T18:20:00,Requester, Settle conditions with supplier,Karel de Groot
270,2011-02-13T06:55:00,2011-02-13T07:05:00,Requester, Create Purchase Order,Magdalena Predutta
270,2011-02-13T22:46:00,2011-02-13T23:12:00,Requester, Confirm Purchase Order,Karen Clarens
270,2011-02-16T18:07:00,2011-02-18T06:10:00,Requester, Deliver Goods Services,Esmeralda Clay
270,2011-02-18T13:56:00,2011-02-18T13:57:00,Requester, Release Purchase Order,Christian Francois
270,2011-02-19T01:31:00,2011-02-19T01:32:00,Requester, Approve Purchase Order for payment,Magdalena Predutta
270,2011-02-20T07:18:00,2011-02-20T07:18:00,Requester, Send invoice,Esmeralda Clay
270,2011-02-20T21:28:00,2011-02-20T21:31:00,Requester, Release Supplier's Invoice,Karalda Nimwada
270,2011-02-20T21:31:00,2011-02-20T21:31:00,Requester, Authorize Supplier's Invoice payment,Karalda Nimwada
270,2011-02-20T22:33:00,2011-02-20T22:45:00,Requester, Pay invoice,Pedro Alvares
272,2011-02-06T15:48:00,2011-02-06T16:26:00,Requester, Create Purchase Requisition,Immanuel Karagianni
272,2011-02-06T17:30:00,2011-02-06T17:41:00,Requester, Create Request for Quotation Requester,Esmana Liubiata
272,2011-02-08T23:45:00,2011-02-09T00:08:00,Requester, Analyze Request for Quotation,Karel de Groot
272,2011-02-09T16:04:00,2011-02-09T16:30:00,Requester, Send Request for Quotation to Supplier,Karel de Groot
272,2011-02-09T16:50:00,2011-02-09T22:07:00,Requester, Create Quotation comparison Map,Karel de Groot
272,2011-02-10T04:36:00,2011-02-10T05:09:00,Requester, Analyze Quotation comparison Map,Clement Duchot
272,2011-02-10T05:09:00,2011-02-10T05:09:00,Requester, Choose best option,Anna Kaufmann
272,2011-02-10T21:23:00,2011-02-11T06:17:00,Requester, Settle conditions with supplier,Magdalena Predutta
272,2011-02-12T07:19:00,2011-02-12T07:31:00,Requester, Create Purchase Order,Magdalena Predutta
272,2011-02-13T05:53:00,2011-02-13T06:10:00,Requester, Confirm Purchase Order,Kiu Kan
272,2011-02-15T10:46:00,2011-02-16T13:02:00,Requester, Deliver Goods Services,Karen Clarens
272,2011-02-16T20:49:00,2011-02-16T20:50:00,Requester, Release Purchase Order,Penn Osterwalder
272,2011-02-17T02:28:00,2011-02-17T02:29:00,Requester, Approve Purchase Order for payment,Francois de Perrier
272,2011-02-17T17:02:00,2011-02-17T17:02:00,Requester, Send invoice,Sean Manney
272,2011-02-18T07:18:00,2011-02-18T07:21:00,Requester, Release Supplier's Invoice,Karalda Nimwada
272,2011-02-18T07:21:00,2011-02-18T07:21:00,Requester, Authorize Supplier's Invoice payment,Karalda Nimwada
272,2011-02-18T08:07:00,2011-02-18T08:14:00,Requester, Pay invoice,Pedro Alvares
273,2011-02-06T16:23:00,2011-02-06T16:53:00,Requester, Create Purchase Requisition,Miu Hanwan
273,2011-02-07T06:21:00,2011-02-07T06:30:00,Requester, Analyze Purchase Requisition,Maris Freeman
273,2011-02-07T06:34:00,2011-02-07T06:37:00,Requester, Create Request for Quotation Requester Manager,Maris Freeman
273,2011-02-07T17:05:00,2011-02-07T17:21:00,Requester, Analyze Request for Quotation,Karel de Groot
273,2011-02-07T18:09:00,2011-02-07T18:19:00,Requester, Amend Request for Quotation Requester,Anna Kaufmann
273,2011-02-09T10:34:00,2011-02-09T10:53:00,Requester, Analyze Request for Quotation,Magdalena Predutta
273,2011-02-09T17:38:00,2011-02-09T17:57:00,Requester, Send Request for Quotation to Supplier,Francois de Perrier
273,2011-02-09T22:07:00,2011-02-09T22:48:00,Requester, Create Quotation comparison Map,Karel de Groot
273,2011-02-10T05:40:00,2011-02-10T05:54:00,Requester, Analyze Quotation comparison Map,Clement Duchot
273,2011-02-10T05:54:00,2011-02-10T05:54:00,Requester, Choose best option,Fjodor Kowalski
273,2011-02-11T11:23:00,2011-02-11T16:54:00,Requester, Settle conditions with supplier,Francois de Perrier
273,2011-02-11T21:15:00,2011-02-11T21:25:00,Requester, Create Purchase Order,Karel de Groot
273,2011-02-13T06:25:00,2011-02-13T06:56:00,Requester, Confirm Purchase Order,Kiu Kan
273,2011-02-13T22:30:00,2011-02-15T01:08:00,Requester, Deliver Goods Services,Esmeralda Clay
273,2011-02-15T09:10:00,2011-02-15T09:11:00,Requester, Release Purchase Order,Elvira Lores
273,2011-02-15T18:37:00,2011-02-15T18:38:00,Requester, Approve Purchase Order for payment,Karel de Groot
273,2011-02-17T03:59:00,2011-02-17T03:59:00,Requester, Send invoice,Carmen Finacse
273,2011-02-17T18:24:00,2011-02-17T18:28:00,Requester, Release Supplier's Invoice,Pedro Alvares
273,2011-02-17T18:28:00,2011-02-17T18:28:00,Requester, Authorize Supplier's Invoice payment,Karalda Nimwada
273,2011-02-17T19:30:00,2011-02-17T19:35:00,Requester, Pay invoice,Pedro Alvares
275,2011-02-06T19:02:00,2011-02-06T19:55:00,Requester, Create Purchase Requisition,Immanuel Karagianni
275,2011-02-06T23:54:00,2011-02-07T00:04:00,Requester, Create Request for Quotation Requester,Miu Hanwan
275,2011-02-08T21:24:00,2011-02-08T21:50:00,Requester, Analyze Request for Quotation,Magdalena Predutta
275,2011-02-08T22:38:00,2011-02-08T22:45:00,Requester, Amend Request for Quotation Requester,Tesca Lobes
275,2011-02-10T03:09:00,2011-02-10T03:22:00,Requester, Analyze Request for Quotation,Magdalena Predutta
275,2011-02-11T18:20:00,2011-02-11T18:29:00,Requester, Send Request for Quotation to Supplier,Karel de Groot
275,2011-02-12T02:06:00,2011-02-12T07:19:00,Requester, Create Quotation comparison Map,Magdalena Predutta
275,2011-02-12T13:45:00,2011-02-12T14:00:00,Requester, Analyze Quotation comparison Map,Fjodor Kowalski
275,2011-02-12T14:00:00,2011-02-12T14:00:00,Requester, Choose best option,Kim Passa
275,2011-02-12T17:39:00,2011-02-13T07:28:00,Requester, Settle conditions with supplier,Karel de Groot
275,2011-02-13T09:39:00,2011-02-13T09:48:00,Requester, Create Purchase Order,Francois de Perrier
275,2011-02-13T21:42:00,2011-02-13T22:14:00,Requester, Confirm Purchase Order,Karen Clarens
275,2011-02-17T22:40:00,2011-02-19T23:44:00,Requester, Deliver Goods Services,Carmen Finacse
275,2011-02-20T07:33:00,2011-02-20T07:34:00,Requester, Release Purchase Order,Christian Francois
275,2011-02-20T20:59:00,2011-02-20T21:00:00,Requester, Approve Purchase Order for payment,Magdalena Predutta
275,2011-02-21T22:59:00,2011-02-21T22:59:00,Requester, Send invoice,Karen Clarens
275,2011-02-22T13:29:00,2011-02-22T13:31:00,Requester, Release Supplier's Invoice,Pedro Alvares
275,2011-02-22T13:31:00,2011-02-22T13:31:00,Requester, Authorize Supplier's Invoice payment,Pedro Alvares
275,2011-02-22T14:09:00,2011-02-22T14:18:00,Requester, Pay invoice,Pedro Alvares
278,2011-02-07T03:53:00,2011-02-07T04:34:00,Requester, Create Purchase Requisition,Elvira Lores
278,2011-02-08T03:38:00,2011-02-08T03:45:00,Requester, Analyze Purchase Requisition,Maris Freeman
278,2011-02-08T03:51:00,2011-02-08T03:54:00,Requester, Create Request for Quotation Requester Manager,Francis Odell
278,2011-02-09T12:11:00,2011-02-09T12:47:00,Requester, Analyze Request for Quotation,Francois de Perrier
278,2011-02-09T13:35:00,2011-02-09T13:46:00,Requester, Amend Request for Quotation Requester,Fjodor Kowalski
278,2011-02-09T17:53:00,2011-02-09T18:12:00,Requester, Analyze Request for Quotation,Magdalena Predutta
278,2011-02-09T22:48:00,2011-02-09T23:17:00,Requester, Send Request for Quotation to Supplier,Karel de Groot
278,2011-02-10T03:22:00,2011-02-10T06:41:00,Requester, Create Quotation comparison Map,Magdalena Predutta
278,2011-02-10T13:36:00,2011-02-10T13:52:00,Requester, Analyze Quotation comparison Map,Nico Ojenbeer
278,2011-02-10T13:52:00,2011-02-10T13:52:00,Requester, Choose best option,Penn Osterwalder
278,2011-02-10T21:51:00,2011-02-11T05:25:00,Requester, Settle conditions with supplier,Karel de Groot
278,2011-02-11T06:08:00,2011-02-11T06:16:00,Requester, Create Purchase Order,Karel de Groot
278,2011-02-11T11:04:00,2011-02-11T11:32:00,Requester, Confirm Purchase Order,Esmeralda Clay
278,2011-02-11T22:47:00,2011-02-12T08:52:00,Requester, Deliver Goods Services,Kiu Kan
278,2011-02-12T16:37:00,2011-02-12T16:38:00,Requester, Release Purchase Order,Esmana Liubiata
278,2011-02-13T07:05:00,2011-02-13T07:06:00,Requester, Approve Purchase Order for payment,Magdalena Predutta
278,2011-02-13T21:42:00,2011-02-13T21:42:00,Requester, Send invoice,Karen Clarens
278,2011-02-14T12:01:00,2011-02-14T12:06:00,Requester, Release Supplier's Invoice,Pedro Alvares
278,2011-02-14T12:06:00,2011-02-14T12:06:00,Requester, Authorize Supplier's Invoice payment,Pedro Alvares
278,2011-02-14T12:34:00,2011-02-14T12:40:00,Requester, Pay invoice,Karalda Nimwada
279,2011-02-07T05:01:00,2011-02-07T05:56:00,Requester, Create Purchase Requisition,Esmana Liubiata
279,2011-02-07T13:21:00,2011-02-07T13:28:00,Requester, Create Request for Quotation Requester,Esmana Liubiata
279,2011-02-09T05:22:00,2011-02-09T05:54:00,Requester, Analyze Request for Quotation,Karel de Groot
279,2011-02-09T19:19:00,2011-02-09T19:44:00,Requester, Send Request for Quotation to Supplier,Magdalena Predutta
279,2011-02-09T23:17:00,2011-02-10T03:07:00,Requester, Create Quotation comparison Map,Karel de Groot
279,2011-02-10T10:15:00,2011-02-10T10:24:00,Requester, Analyze Quotation comparison Map,Nico Ojenbeer
279,2011-02-10T10:24:00,2011-02-10T10:24:00,Requester, Choose best option,Elvira Lores
279,2011-02-10T14:12:00,2011-02-11T00:43:00,Requester, Settle conditions with supplier,Francois de Perrier
279,2011-02-11T08:01:00,2011-02-11T08:12:00,Requester, Create Purchase Order,Karel de Groot
279,2011-02-11T17:20:00,2011-02-11T17:42:00,Requester, Confirm Purchase Order,Karen Clarens
279,2011-02-12T08:52:00,2011-02-13T05:53:00,Requester, Deliver Goods Services,Kiu Kan
279,2011-02-13T13:07:00,2011-02-13T13:08:00,Requester, Release Purchase Order,Anne Olwada
279,2011-02-14T03:50:00,2011-02-14T03:51:00,Requester, Approve Purchase Order for payment,Karel de Groot
279,2011-02-14T22:36:00,2011-02-14T22:36:00,Requester, Send invoice,Karen Clarens
279,2011-02-15T12:56:00,2011-02-15T13:00:00,Requester, Release Supplier's Invoice,Pedro Alvares
279,2011-02-15T13:00:00,2011-02-15T13:00:00,Requester, Authorize Supplier's Invoice payment,Karalda Nimwada
279,2011-02-15T13:13:00,2011-02-15T13:24:00,Requester, Pay invoice,Pedro Alvares
280,2011-02-07T09:49:00,2011-02-07T09:58:00,Requester, Create Purchase Requisition,Anna Kaufmann
280,2011-02-07T15:25:00,2011-02-07T15:36:00,Requester, Create Request for Quotation Requester,Elvira Lores
280,2011-02-09T11:16:00,2011-02-09T11:43:00,Requester, Analyze Request for Quotation,Francois de Perrier
280,2011-02-09T21:25:00,2011-02-09T22:04:00,Requester, Send Request for Quotation to Supplier,Magdalena Predutta
280,2011-02-10T10:21:00,2011-02-10T13:44:00,Requester, Create Quotation comparison Map,Francois de Perrier
280,2011-02-10T20:44:00,2011-02-10T21:07:00,Requester, Analyze Quotation comparison Map,Anne Olwada
280,2011-02-10T21:07:00,2011-02-10T21:07:00,Requester, Choose best option,Immanuel Karagianni
280,2011-02-11T02:15:00,2011-02-11T10:50:00,Requester, Settle conditions with supplier,Francois de Perrier
280,2011-02-12T08:07:00,2011-02-12T08:18:00,Requester, Create Purchase Order,Karel de Groot
280,2011-02-13T07:13:00,2011-02-13T07:40:00,Requester, Confirm Purchase Order,Kiu Kan
280,2011-02-15T13:57:00,2011-02-16T08:02:00,Requester, Deliver Goods Services,Kiu Kan
280,2011-02-16T15:54:00,2011-02-16T15:55:00,Requester, Release Purchase Order,Esmana Liubiata
280,2011-02-16T20:55:00,2011-02-16T20:56:00,Requester, Approve Purchase Order for payment,Magdalena Predutta
280,2011-02-17T02:49:00,2011-02-17T02:49:00,Requester, Send invoice,Kiu Kan
280,2011-02-17T17:05:00,2011-02-17T17:12:00,Requester, Release Supplier's Invoice,Karalda Nimwada
280,2011-02-17T17:12:00,2011-02-17T17:12:00,Requester, Authorize Supplier's Invoice payment,Pedro Alvares
280,2011-02-17T18:04:00,2011-02-17T18:17:00,Requester, Pay invoice,Karalda Nimwada
281,2011-02-07T11:59:00,2011-02-07T12:19:00,Requester, Create Purchase Requisition,Alberto Duport
281,2011-02-07T12:56:00,2011-02-07T13:06:00,Requester, Create Request for Quotation Requester,Nico Ojenbeer
281,2011-02-09T11:33:00,2011-02-09T11:55:00,Requester, Analyze Request for Quotation,Karel de Groot
281,2011-02-09T12:28:00,2011-02-09T12:36:00,Requester, Amend Request for Quotation Requester,Tesca Lobes
281,2011-02-14T08:58:00,2011-02-14T09:23:00,Requester, Analyze Request for Quotation,Karel de Groot
281,2011-02-14T10:10:00,2011-02-14T10:15:00,Requester, Amend Request for Quotation Requester,Fjodor Kowalski
281,2011-02-15T00:56:00,2011-02-15T01:09:00,Requester, Analyze Request for Quotation,Magdalena Predutta
281,2011-02-15T09:08:00,2011-02-15T09:36:00,Requester, Send Request for Quotation to Supplier,Francois de Perrier
281,2011-02-15T12:03:00,2011-02-15T17:24:00,Requester, Create Quotation comparison Map,Karel de Groot
281,2011-02-15T23:55:00,2011-02-16T00:03:00,Requester, Analyze Quotation comparison Map,Nico Ojenbeer
